id,folder,fname,sample_type,label,modified_mac
1957.0,l_hi_chrome,L_cyber_chrome_10-06__11_17_04.pcap.TCP_10-0-0-14_34890_192-229-233-25_443.pcap.Seconds_1444129800.pcap.Seconds_1444130235.pcap,1.0,16101.0,00:3e:e5:07:a5:40
1958.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_42510_63-215-202-137_443.pcap.Seconds_1451331600.pcap.Seconds_1451332073.pcap,1.0,18101.0,00:46:b5:07:a6:40
1959.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_52146_212-179-17-144_443.pcap.Seconds_1451332200.pcap.Seconds_1451332478.pcap,1.0,17101.0,00:42:cd:07:a7:40
1960.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_40554_216-58-208-66_443.pcap.Seconds_1451331000.pcap.Seconds_1451331462.pcap,1.0,13101.0,00:33:2d:07:a8:40
1961.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_36777_173-194-20-209_443.pcap.Seconds_1451329200.pcap.Seconds_1451329453.pcap,1.0,18101.0,00:46:b5:07:a9:40
1962.0,l_hi_chrome,L_cyber_chrome_10-08__16_08_05.pcap.TCP_10-0-0-19_37695_104-244-43-71_443.pcap.Seconds_1444320000.pcap.Seconds_1444320496.pcap,1.0,16101.0,00:3e:e5:07:aa:40
1963.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_37194_93-184-220-127_443.pcap.Seconds_1451328600.pcap.Seconds_1451328840.pcap,1.0,18101.0,00:46:b5:07:ab:40
1964.0,l_hi_chrome,L_cyber_chrome_09-08__13_40_02.pcap.TCP_10-0-0-14_41865_192-229-233-25_443.pcap.Seconds_1441726800.pcap.Seconds_1441726828.pcap,1.0,16101.0,00:3e:e5:07:ac:40
1965.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_39874_94-31-29-154_443.pcap.Seconds_1451330400.pcap.Seconds_1451330617.pcap,1.0,18101.0,00:46:b5:07:ad:40
1966.0,l_hi_chrome,L_cyber_chrome_09-09__11_57_32.pcap.TCP_10-0-0-14_43505_192-229-233-25_443.pcap.Seconds_1441824000.pcap.Seconds_1441824133.pcap,1.0,16101.0,00:3e:e5:07:ae:40
1967.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data.pcap.TCP_10-0-0-8_56611_64-233-184-95_443.pcap.Seconds_1451325600.pcap.Seconds_1451326135.pcap,1.0,13101.0,00:33:2d:07:af:40
1968.0,l_hi_chrome,L_cyber_chrome_09-17__11_38_11.pcap.TCP_10-0-0-14_40305_199-59-150-7_443.pcap.Seconds_1442489400.pcap.Seconds_1442489898.pcap,1.0,16101.0,00:3e:e5:07:b0:40
1969.0,l_hi_chrome,L_cyber_chrome_10-15__12_42_04.pcap.TCP_10-0-0-19_41742_192-229-233-25_443.pcap.Seconds_1444912800.pcap.Seconds_1444912935.pcap,1.0,16101.0,00:3e:e5:07:b1:40
1970.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data.pcap.TCP_10-0-0-8_60550_54-251-247-205_443.pcap.Seconds_1451325000.pcap.Seconds_1451325456.pcap,1.0,18101.0,00:46:b5:07:b2:40
1971.0,l_hi_chrome,L_cyber_chrome_10-15__12_42_04.pcap.TCP_10-0-0-19_41744_192-229-233-25_443.pcap.Seconds_1444912800.pcap.Seconds_1444912935.pcap,1.0,16101.0,00:3e:e5:07:b3:40
1972.0,l_hi_chrome,L_cyber_chrome_10-13__10_38_01.pcap.TCP_10-0-0-19_36950_104-244-42-193_443.pcap.Seconds_1444801200.pcap.Seconds_1444801572.pcap,1.0,18101.0,00:46:b5:07:b4:40
1973.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data.pcap.TCP_10-0-0-8_36893_54-230-79-243_443.pcap.Seconds_1451325600.pcap.Seconds_1451325718.pcap,1.0,18101.0,00:46:b5:07:b5:40
1974.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_52571_95-101-72-152_443.pcap.Seconds_1451328600.pcap.Seconds_1451329133.pcap,1.0,12101.0,00:2f:45:07:b6:40
1975.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data.pcap.TCP_10-0-0-8_51046_212-179-180-117_443.pcap.Seconds_1451325000.pcap.Seconds_1451325396.pcap,1.0,18101.0,00:46:b5:07:b7:40
1976.0,l_hi_chrome,L_cyber_chrome_10-15__21_46_44.pcap.TCP_10-0-0-19_39963_192-229-233-25_443.pcap.Seconds_1444979400.pcap.Seconds_1444979569.pcap,1.0,16101.0,00:3e:e5:07:b8:40
1977.0,l_hi_chrome,L_cyber_chrome_10-08__16_08_05.pcap.TCP_10-0-0-19_37224_104-244-43-135_443.pcap.Seconds_1444320000.pcap.Seconds_1444320493.pcap,1.0,16101.0,00:3e:e5:07:b9:40
1978.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_36456_212-179-154-241_443.pcap.Seconds_1451328600.pcap.Seconds_1451328679.pcap,1.0,13101.0,00:33:2d:07:ba:40
1979.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_54598_104-236-43-108_443.pcap.Seconds_1451328000.pcap.Seconds_1451328315.pcap,1.0,18101.0,00:46:b5:07:bb:40
1980.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_43347_104-79-230-120_443.pcap.Seconds_1451328600.pcap.Seconds_1451328852.pcap,1.0,18101.0,00:46:b5:07:bc:40
1981.0,l_hi_chrome,L_cyber_chrome_10-13__10_38_01.pcap.TCP_10-0-0-19_44416_192-229-233-25_443.pcap.Seconds_1444779000.pcap.Seconds_1444779598.pcap,1.0,16101.0,00:3e:e5:07:bd:40
1982.0,l_hi_chrome,L_cyber_chrome_10-07__15_04_10.pcap.TCP_10-0-0-19_50971_104-244-42-3_443.pcap.Seconds_1444230000.pcap.Seconds_1444230263.pcap,1.0,16101.0,00:3e:e5:07:be:40
1983.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_49138_216-58-213-163_443.pcap.Seconds_1451331000.pcap.Seconds_1451331172.pcap,1.0,13101.0,00:33:2d:07:bf:40
1984.0,l_hi_chrome,L_cyber_chrome_10-06__14_03_58.pcap.TCP_10-0-0-14_38930_173-194-67-155_443.pcap.Seconds_1444140000.pcap.Seconds_1444140248.pcap,1.0,13101.0,00:33:2d:07:c0:40
1985.0,l_hi_chrome,L_cyber_chrome_09-17__11_38_11.pcap.TCP_10-0-0-14_60254_192-229-233-25_443.pcap.Seconds_1442509800.pcap.Seconds_1442509851.pcap,1.0,16101.0,00:3e:e5:07:c1:40
1986.0,l_hi_chrome,L_cyber_chrome_10-08__16_08_05.pcap.TCP_10-0-0-19_40129_104-244-42-193_443.pcap.Seconds_1444330800.pcap.Seconds_1444331207.pcap,1.0,16101.0,00:3e:e5:07:c2:40
1987.0,l_hi_chrome,L_cyber_chrome_09-17__11_38_11.pcap.TCP_10-0-0-14_49232_64-233-184-155_443.pcap.Seconds_1442489400.pcap.Seconds_1442489900.pcap,1.0,13101.0,00:33:2d:07:c3:40
1988.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_57607_93-184-221-200_443.pcap.Seconds_1451331000.pcap.Seconds_1451331038.pcap,1.0,18101.0,00:46:b5:07:c4:40
1989.0,l_hi_chrome,L_cyber_chrome_10-15__12_42_04.pcap.TCP_10-0-0-19_41740_192-229-233-25_443.pcap.Seconds_1444912800.pcap.Seconds_1444912935.pcap,1.0,16101.0,00:3e:e5:07:c5:40
1990.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data.pcap.TCP_10-0-0-8_37848_212-179-154-237_443.pcap.Seconds_1451325000.pcap.Seconds_1451325396.pcap,1.0,17101.0,00:42:cd:07:c6:40
1991.0,l_hi_chrome,L_cyber_chrome_10-08__10_08_09.pcap.TCP_10-0-0-19_35207_104-244-42-193_443.pcap.Seconds_1444298400.pcap.Seconds_1444298896.pcap,1.0,16101.0,00:3e:e5:07:c7:40
1992.0,l_hi_chrome,L_cyber_chrome_10-13__10_38_01.pcap.TCP_10-0-0-19_59547_104-244-42-67_443.pcap.Seconds_1444732200.pcap.Seconds_1444732693.pcap,1.0,16101.0,00:3e:e5:07:c8:40
1993.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_52500_212-179-180-117_443.pcap.Seconds_1451326800.pcap.Seconds_1451326810.pcap,1.0,13101.0,00:33:2d:07:c9:40
1994.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data.pcap.TCP_10-0-0-8_52678_93-184-221-200_443.pcap.Seconds_1451325000.pcap.Seconds_1451325505.pcap,1.0,14101.0,00:37:15:07:ca:40
1995.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data.pcap.TCP_10-0-0-8_46664_31-13-93-7_443.pcap.Seconds_1451325000.pcap.Seconds_1451325392.pcap,1.0,12101.0,00:2f:45:07:cb:40
1996.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_49069_173-194-55-27_443.pcap.Seconds_1451331600.pcap.Seconds_1451332141.pcap,1.0,17101.0,00:42:cd:07:cc:40
1997.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_45417_52-18-48-37_443.pcap.Seconds_1451326800.pcap.Seconds_1451327143.pcap,1.0,18101.0,00:46:b5:07:cd:40
1998.0,l_hi_chrome,L_cyber_chrome_10-08__10_08_09.pcap.TCP_10-0-0-19_38930_192-229-233-25_443.pcap.Seconds_1444298400.pcap.Seconds_1444298900.pcap,1.0,16101.0,00:3e:e5:07:ce:40
1999.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data.pcap.TCP_10-0-0-8_48285_74-125-133-95_443.pcap.Seconds_1451325600.pcap.Seconds_1451325667.pcap,1.0,13101.0,00:33:2d:07:cf:40
2000.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data.pcap.TCP_10-0-0-8_36878_54-230-79-243_443.pcap.Seconds_1451325600.pcap.Seconds_1451325716.pcap,1.0,18101.0,00:46:b5:07:d0:40
2001.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data.pcap.TCP_10-0-0-8_45865_216-58-208-65_443.pcap.Seconds_1451325600.pcap.Seconds_1451325641.pcap,1.0,18101.0,00:46:b5:07:d1:40
2002.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_60421_194-90-156-145_443.pcap.Seconds_1451329200.pcap.Seconds_1451329362.pcap,1.0,18101.0,00:46:b5:07:d2:40
2003.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_51534_31-13-93-7_443.pcap.Seconds_1451329200.pcap.Seconds_1451329775.pcap,1.0,12101.0,00:2f:45:07:d3:40
2004.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data.pcap.TCP_10-0-0-8_34514_212-179-154-241_443.pcap.Seconds_1451325600.pcap.Seconds_1451326135.pcap,1.0,17101.0,00:42:cd:07:d4:40
2005.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data.pcap.TCP_10-0-0-8_53714_54-230-79-207_443.pcap.Seconds_1451325600.pcap.Seconds_1451325715.pcap,1.0,18101.0,00:46:b5:07:d5:40
2006.0,l_hi_chrome,L_cyber_chrome_09-16__12_42_19.pcap.TCP_10-0-0-14_46596_192-229-233-25_443.pcap.Seconds_1442407200.pcap.Seconds_1442407351.pcap,1.0,18101.0,00:46:b5:07:d6:40
2007.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data.pcap.TCP_10-0-0-8_40941_104-79-230-120_443.pcap.Seconds_1451326200.pcap.Seconds_1451326228.pcap,1.0,18101.0,00:46:b5:07:d7:40
2008.0,l_hi_chrome,L_cyber_chrome_02-09__16_00_52.pcap.TCP_10-0-0-15_44014_173-194-65-154_443.pcap.Seconds_1455033600.pcap.Seconds_1455033664.pcap,1.0,13101.0,00:33:2d:07:d8:40
2009.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_47983_74-125-195-154_443.pcap.Seconds_1451328000.pcap.Seconds_1451328491.pcap,1.0,13101.0,00:33:2d:07:d9:40
2010.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data.pcap.TCP_10-0-0-8_50655_173-194-153-83_443.pcap.Seconds_1451325600.pcap.Seconds_1451326140.pcap,1.0,17101.0,00:42:cd:07:da:40
2011.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_47435_216-58-197-67_443.pcap.Seconds_1451326800.pcap.Seconds_1451326825.pcap,1.0,18101.0,00:46:b5:07:db:40
2012.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_50688_31-13-93-7_443.pcap.Seconds_1451329200.pcap.Seconds_1451329216.pcap,1.0,12101.0,00:2f:45:07:dc:40
2013.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_58400_64-233-184-95_443.pcap.Seconds_1451328000.pcap.Seconds_1451328387.pcap,1.0,13101.0,00:33:2d:07:dd:40
2014.0,l_hi_chrome,L_cyber_chrome_02-09__17_44_43.pcap.TCP_10-0-0-15_59578_104-244-42-129_443.pcap.Seconds_1455135000.pcap.Seconds_1455135325.pcap,1.0,16101.0,00:3e:e5:07:de:40
2015.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_56482_93-184-221-200_443.pcap.Seconds_1451329200.pcap.Seconds_1451329331.pcap,1.0,18101.0,00:46:b5:07:df:40
2016.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_8-247-4-172_443_10-0-0-8_40118.pcap.Seconds_1451328600.pcap.Seconds_1451329160.pcap,1.0,18101.0,00:46:b5:07:e0:40
2017.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data.pcap.TCP_10-0-0-8_60870_66-196-65-111_443.pcap.Seconds_1451325600.pcap.Seconds_1451325770.pcap,1.0,18101.0,00:46:b5:07:e1:40
2018.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_37198_93-184-220-127_443.pcap.Seconds_1451328600.pcap.Seconds_1451328840.pcap,1.0,18101.0,00:46:b5:07:e2:40
2019.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data.pcap.TCP_10-0-0-8_49257_212-179-154-227_443.pcap.Seconds_1451326200.pcap.Seconds_1451326310.pcap,1.0,13101.0,00:33:2d:07:e3:40
2020.0,l_hi_chrome,L_cyber_chrome_02-17__18_53_56.pcap.TCP_10-0-0-16_56847_104-244-42-72_443.pcap.Seconds_1455735000.pcap.Seconds_1455735245.pcap,1.0,16101.0,00:3e:e5:07:e4:40
2021.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_48243_216-58-208-65_443.pcap.Seconds_1451328000.pcap.Seconds_1451328372.pcap,1.0,18101.0,00:46:b5:07:e5:40
2022.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_60415_194-90-156-145_443.pcap.Seconds_1451329200.pcap.Seconds_1451329362.pcap,1.0,18101.0,00:46:b5:07:e6:40
2023.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_59486_93-184-220-96_443.pcap.Seconds_1451331600.pcap.Seconds_1451332158.pcap,1.0,18101.0,00:46:b5:07:e7:40
2024.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data.pcap.TCP_10-0-0-8_59380_212-179-180-89_443.pcap.Seconds_1451325000.pcap.Seconds_1451325381.pcap,1.0,13101.0,00:33:2d:07:e8:40
2025.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_36073_193-45-14-155_443.pcap.Seconds_1451328000.pcap.Seconds_1451328491.pcap,1.0,12101.0,00:2f:45:07:e9:40
2026.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_46674_216-58-210-1_443.pcap.Seconds_1451328600.pcap.Seconds_1451328842.pcap,1.0,18101.0,00:46:b5:07:ea:40
2027.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_55613_74-125-195-95_443.pcap.Seconds_1451330400.pcap.Seconds_1451330465.pcap,1.0,13101.0,00:33:2d:07:eb:40
2028.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data.pcap.TCP_10-0-0-8_60251_23-92-190-243_443.pcap.Seconds_1451325000.pcap.Seconds_1451325457.pcap,1.0,18101.0,00:46:b5:07:ec:40
2029.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_44058_54-230-79-21_443.pcap.Seconds_1451328600.pcap.Seconds_1451328842.pcap,1.0,18101.0,00:46:b5:07:ed:40
2030.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data.pcap.TCP_10-0-0-8_36555_212-179-154-212_443.pcap.Seconds_1451325600.pcap.Seconds_1451325754.pcap,1.0,13101.0,00:33:2d:07:ee:40
2031.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_51239_108-161-188-246_443.pcap.Seconds_1451331000.pcap.Seconds_1451331038.pcap,1.0,18101.0,00:46:b5:07:ef:40
2032.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_48851_31-13-93-7_443.pcap.Seconds_1451326800.pcap.Seconds_1451327228.pcap,1.0,12101.0,00:2f:45:07:f0:40
2033.0,l_hi_chrome,L_cyber_chrome_10-13__10_38_01.pcap.TCP_10-0-0-19_46461_192-229-233-25_443.pcap.Seconds_1444757400.pcap.Seconds_1444757435.pcap,1.0,16101.0,00:3e:e5:07:f1:40
2034.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data.pcap.TCP_10-0-0-8_52676_93-184-221-200_443.pcap.Seconds_1451325000.pcap.Seconds_1451325505.pcap,1.0,18101.0,00:46:b5:07:f2:40
2035.0,l_hi_chrome,L_cyber_chrome_10-15__12_42_04.pcap.TCP_10-0-0-19_56692_192-229-233-25_443.pcap.Seconds_1444944000.pcap.Seconds_1444944088.pcap,1.0,16101.0,00:3e:e5:07:f3:40
2036.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_45760_216-58-210-2_443.pcap.Seconds_1451328000.pcap.Seconds_1451328314.pcap,1.0,13101.0,00:33:2d:07:f4:40
2037.0,l_hi_chrome,L_cyber_chrome_10-15__21_46_44.pcap.TCP_10-0-0-19_41321_192-229-233-25_443.pcap.Seconds_1444986000.pcap.Seconds_1444986097.pcap,1.0,16101.0,00:3e:e5:07:f5:40
2038.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_35799_94-31-29-230_443.pcap.Seconds_1451329800.pcap.Seconds_1451330196.pcap,1.0,18101.0,00:46:b5:07:f6:40
2039.0,l_hi_chrome,L_cyber_chrome_09-08__18_05_21.pcap.TCP_10-0-0-14_44568_192-229-233-25_443.pcap.Seconds_1441771800.pcap.Seconds_1441772004.pcap,1.0,16101.0,00:3e:e5:07:f7:40
2040.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_37766_212-179-154-209_443.pcap.Seconds_1451327400.pcap.Seconds_1451327586.pcap,1.0,17101.0,00:42:cd:07:f8:40
2041.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_35562_104-20-33-35_443.pcap.Seconds_1451326800.pcap.Seconds_1451327085.pcap,1.0,18101.0,00:46:b5:07:f9:40
2042.0,l_hi_chrome,L_cyber_chrome_10-13__10_38_01.pcap.TCP_10-0-0-19_42593_192-229-233-25_443.pcap.Seconds_1444777800.pcap.Seconds_1444778098.pcap,1.0,16101.0,00:3e:e5:07:fa:40
2043.0,l_hi_chrome,L_cyber_chrome_10-13__10_38_01.pcap.TCP_10-0-0-19_46031_192-229-233-25_443.pcap.Seconds_1444780800.pcap.Seconds_1444780997.pcap,1.0,16101.0,00:3e:e5:07:fb:40
2044.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_53106_104-79-230-155_443.pcap.Seconds_1451329200.pcap.Seconds_1451329358.pcap,1.0,18101.0,00:46:b5:07:fc:40
2045.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_36126_212-179-180-95_443.pcap.Seconds_1451327400.pcap.Seconds_1451327616.pcap,1.0,13101.0,00:33:2d:07:fd:40
2046.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_42569_216-58-208-78_443.pcap.Seconds_1451330400.pcap.Seconds_1451330451.pcap,1.0,17101.0,00:42:cd:07:fe:40
2047.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_43126_212-179-154-237_443.pcap.Seconds_1451330400.pcap.Seconds_1451330840.pcap,1.0,13101.0,00:33:2d:07:ff:40
2048.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data.pcap.TCP_10-0-0-8_47120_66-196-66-212_443.pcap.Seconds_1451325600.pcap.Seconds_1451325772.pcap,1.0,18101.0,00:46:b5:08:00:40
2049.0,l_hi_chrome,L_cyber_chrome_09-08__13_40_02.pcap.TCP_10-0-0-14_36984_216-58-210-34_443.pcap.Seconds_1441719600.pcap.Seconds_1441719615.pcap,1.0,18101.0,00:46:b5:08:01:40
2050.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_58550_93-184-221-200_443.pcap.Seconds_1451332200.pcap.Seconds_1451332469.pcap,1.0,18101.0,00:46:b5:08:02:40
2051.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_37258_216-58-213-161_443.pcap.Seconds_1451327400.pcap.Seconds_1451327869.pcap,1.0,18101.0,00:46:b5:08:03:40
2052.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_46676_216-58-210-1_443.pcap.Seconds_1451328600.pcap.Seconds_1451328842.pcap,1.0,18101.0,00:46:b5:08:04:40
2053.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_60420_194-90-156-145_443.pcap.Seconds_1451329200.pcap.Seconds_1451329362.pcap,1.0,18101.0,00:46:b5:08:05:40
2054.0,l_hi_chrome,L_cyber_chrome_09-09__19_35_56.pcap.TCP_10-0-0-14_45237_192-229-233-25_443.pcap.Seconds_1441827000.pcap.Seconds_1441827368.pcap,1.0,16101.0,00:3e:e5:08:06:40
2055.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_50508_31-13-93-7_443.pcap.Seconds_1451328600.pcap.Seconds_1451329133.pcap,1.0,12101.0,00:2f:45:08:07:40
2056.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_48687_31-13-93-7_443.pcap.Seconds_1451326800.pcap.Seconds_1451327084.pcap,1.0,12101.0,00:2f:45:08:08:40
2057.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_56737_216-58-208-104_443.pcap.Seconds_1451328600.pcap.Seconds_1451329122.pcap,1.0,13101.0,00:33:2d:08:09:40
2058.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_37261_216-58-213-161_443.pcap.Seconds_1451327400.pcap.Seconds_1451327869.pcap,1.0,18101.0,00:46:b5:08:0a:40
2059.0,l_hi_chrome,L_cyber_chrome_02-17__18_53_56.pcap.TCP_10-0-0-16_47301_212-179-180-117_443.pcap.Seconds_1455735000.pcap.Seconds_1455735245.pcap,1.0,18101.0,00:46:b5:08:0b:40
2060.0,l_hi_chrome,L_hi_chrome_linux_chrome_alot_of_data2.pcap.TCP_10-0-0-8_58196_93-184-220-96_443.pcap.Seconds_1451329800.pcap.Seconds_1451329919.pcap,1.0,18101.0,00:46:b5:08:0c:40
2061.0,l_hi_chrome,L_cyber_chrome_10-08__16_08_05.pcap.TCP_10-0-0-19_50163_216-58-209-226_443.pcap.Seconds_1444320000.pcap.Seconds_1444320498.pcap,1.0,13101.0,00:33:2d:08:0d:40
